url_path,views_total,views_unique
/maziggy/bambuddy,4472,2302
/maziggy/bambuddy/issues,1665,404
/maziggy/bambuddy/releases,491,251
/maziggy/bambuddy/pulls,303,133
/maziggy/bambuddy/releases/tag/v0.2.4.1,161,129
/maziggy/bambuddy/blob/main/docker-compose.yml,154,84
/maziggy/bambuddy/releases/tag/v0.2.4.3,153,120
/maziggy/bambuddy/releases/tag/v0.2.4.2,138,103
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,111,105
/maziggy/bambuddy/tree/main/slicer-api,108,61
