url_path,views_total,views_unique
/maziggy/bambuddy,4524,2456
/maziggy/bambuddy/issues,1379,324
/maziggy/bambuddy/releases,470,234
/maziggy/bambuddy/pulls,304,102
/maziggy/bambuddy/blob/main/docker-compose.yml,200,105
/maziggy/bambuddy/releases/tag/v0.2.4,184,138
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,120,115
/maziggy/bambuddy/releases/tag/v0.2.4.1,103,85
/maziggy/bambuddy/tree/main,93,62
/maziggy/bambuddy/tree/main/slicer-api,89,49
