url_path,views_total,views_unique
/maziggy/bambuddy,3683,1641
/maziggy/bambuddy/issues,1538,262
/maziggy/bambuddy/pulls,646,101
/maziggy/bambuddy/releases,490,209
/maziggy/bambuddy/releases/tag/v0.2.3.2,150,123
/maziggy/bambuddy/pull/1063,120,9
/maziggy/bambuddy/releases/tag/v0.2.3.1,110,86
/maziggy/bambuddy/commits/dev,106,10
/maziggy/bambuddy/pull/1114,105,20
/maziggy/bambuddy/tree/dev,101,26
