url_path,views_total,views_unique
/maziggy/bambuddy,4574,2534
/maziggy/bambuddy/issues,1472,408
/maziggy/bambuddy/releases,453,251
/maziggy/bambuddy/pulls,297,139
/maziggy/bambuddy/releases/tag/v0.2.4.4,211,178
/maziggy/bambuddy/releases/tag/v0.2.4.3,178,139
/maziggy/bambuddy/blob/main/docker-compose.yml,145,95
/maziggy/bambuddy/tree/main/slicer-api,140,78
/maziggy/bambuddy/releases/tag/v0.2.4.5,125,104
/maziggy/bambuddy/pull/1505,122,12
