url_path,views_total,views_unique
/maziggy/bambuddy,4234,2309
/maziggy/bambuddy/issues,1321,298
/maziggy/bambuddy/releases,462,226
/maziggy/bambuddy/pulls,314,98
/maziggy/bambuddy/releases/tag/v0.2.4,182,136
/maziggy/bambuddy/blob/main/docker-compose.yml,180,99
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,120,116
/maziggy/bambuddy/tree/main,85,60
/maziggy/bambuddy/tree/dev,74,22
/maziggy/bambuddy/tree/main/slicer-api,70,43
