url_path,views_total,views_unique
/maziggy/bambuddy,4985,2685
/maziggy/bambuddy/issues,1577,368
/maziggy/bambuddy/releases,499,262
/maziggy/bambuddy/pulls,329,116
/maziggy/bambuddy/blob/main/docker-compose.yml,222,120
/maziggy/bambuddy/releases/tag/v0.2.4,186,139
/maziggy/bambuddy/releases/tag/v0.2.4.1,156,126
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,126,122
/maziggy/bambuddy/tree/main/slicer-api,112,64
/maziggy/bambuddy/tree/main,101,66
