url_path,views_total,views_unique
/maziggy/bambuddy,4595,2341
/maziggy/bambuddy/issues,1728,402
/maziggy/bambuddy/releases,484,246
/maziggy/bambuddy/pulls,286,125
/maziggy/bambuddy/blob/main/docker-compose.yml,177,92
/maziggy/bambuddy/releases/tag/v0.2.4.1,161,129
/maziggy/bambuddy/releases/tag/v0.2.4.2,138,103
/maziggy/bambuddy/tree/main/slicer-api,121,68
/maziggy/bambuddy/releases/tag/v0.2.4.3,120,94
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,114,107
