url_path,views_total,views_unique
/maziggy/bambuddy,4564,2503
/maziggy/bambuddy/issues,1488,401
/maziggy/bambuddy/releases,483,247
/maziggy/bambuddy/pulls,269,131
/maziggy/bambuddy/releases/tag/v0.2.4.4,195,169
/maziggy/bambuddy/releases/tag/v0.2.4.3,175,136
/maziggy/bambuddy/blob/main/docker-compose.yml,141,91
/maziggy/bambuddy/blob/main/slicer-api/README.md,121,77
/maziggy/bambuddy/releases/tag/v0.2.4.2,116,85
/maziggy/bambuddy/tree/main/slicer-api,115,65
