url_path,views_total,views_unique
/maziggy/bambuddy,4576,2503
/maziggy/bambuddy/issues,1507,406
/maziggy/bambuddy/releases,446,250
/maziggy/bambuddy/pulls,308,140
/maziggy/bambuddy/releases/tag/v0.2.4.4,218,180
/maziggy/bambuddy/releases/tag/v0.2.4.5,175,136
/maziggy/bambuddy/releases/tag/v0.2.4.3,147,115
/maziggy/bambuddy/tree/main/slicer-api,143,83
/maziggy/bambuddy/blob/main/docker-compose.yml,132,84
/maziggy/bambuddy/blob/main/slicer-api/README.md,120,78
