url_path,views_total,views_unique
/maziggy/bambuddy,4903,2651
/maziggy/bambuddy/issues,1363,365
/maziggy/bambuddy/releases,487,264
/maziggy/bambuddy/pulls,287,122
/maziggy/bambuddy/releases/tag/v0.2.4.5,227,165
/maziggy/bambuddy/releases/tag/v0.2.4.6,195,148
/maziggy/bambuddy/releases/tag/v0.2.4.4,166,135
/maziggy/bambuddy/tree/main/slicer-api,153,83
/maziggy/bambuddy/blob/main/docker-compose.yml,142,94
/maziggy/bambuddy/blob/main/slicer-api/README.md,126,81
