url_path,views_total,views_unique
/maziggy/bambuddy,3077,1454
/maziggy/bambuddy/issues,1176,241
/maziggy/bambuddy/releases,462,192
/maziggy/bambuddy/pulls,424,88
/maziggy/bambuddy/pull/1114,119,26
/maziggy/bambuddy/tree/dev,86,26
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,83,81
/maziggy/bambuddy/commits/dev,82,14
/maziggy/bambuddy/releases/tag/v0.2.4b1,79,65
/maziggy/bambuddy/releases/tag/v0.2.3.2,74,64
