url_path,views_total,views_unique
/maziggy/bambuddy,3492,1796
/maziggy/bambuddy/issues,1197,256
/maziggy/bambuddy/releases,449,199
/maziggy/bambuddy/pulls,385,92
/maziggy/bambuddy/blob/main/docker-compose.yml,114,68
/maziggy/bambuddy/releases/tag/v0.2.4,103,81
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,98,95
/maziggy/bambuddy/tree/dev,87,24
/maziggy/bambuddy/releases/tag/v0.2.4b1,71,59
/maziggy/bambuddy/releases/tag/v0.2.4b3,68,52
